Drug_ID,Protein_ID,KIBA_affinity
CHEMBL1993243,O43293,3.100001583
CHEMBL325839,P41743,5.301029996
CHEMBL1987948,P49760,1.200029267
CHEMBL1982610,P29597,3.299999496
CHEMBL2006276,Q00535,3.899999872
CHEMBL535,P31751,3.431363764
CHEMBL1682552,P41743,3.699999798
CHEMBL1967302,Q9NYL2,3.699999798
CHEMBL1990288,P06493,3.899999872
CHEMBL1965631,Q05397,3.199999125
CHEMBL1982465,Q9P1W9,3.199999125
CHEMBL483158,P53667,3.0
CHEMBL519697,O75582,3.299999496
CHEMBL255863,Q9UBE8,4.0
CHEMBL2000685,O96017,2.600003087
CHEMBL1983268,P42685,1.200029267
CHEMBL572881,P31749,4.0
CHEMBL1614701,Q9BWU1,4.0
CHEMBL1989957,P11309,4.0
CHEMBL475251,Q16644,4.0
CHEMBL379218,P08922,4.0
CHEMBL2001547,Q9Y4K4,3.899999872
CHEMBL1986263,Q96PF2,3.199999125
CHEMBL278041,Q9Y6R4,4.0
CHEMBL1990912,Q13882,3.400000617
CHEMBL2003286,P49841,3.599999814
CHEMBL1991180,O00444,3.0
CHEMBL560813,O00444,3.599999814
CHEMBL1977223,P48730,3.400000617
CHEMBL1682546,P06241,2.800001828
CHEMBL1972489,Q96KB5,4.0
CHEMBL1969156,P16234,4.799999969
CHEMBL1983393,P04629,3.0
CHEMBL1242373,P16591,3.199999125
CHEMBL1983025,P31749,3.899999872
CHEMBL2006581,Q13153,4.0
CHEMBL1977148,Q9H4B4,3.500000321
CHEMBL1982610,P49137,3.899999872
CHEMBL1236107,Q5S007,4.0
CHEMBL210928,Q9HCP0,3.799999763
CHEMBL1999496,Q9HBH9,4.0
CHEMBL1997764,O15075,4.0
CHEMBL56983,Q02156,4.698970004
CHEMBL1982476,Q13627,3.799999763
CHEMBL1992732,P51955,4.0
CHEMBL482767,P27448,3.699999798
CHEMBL1969126,P48729,3.799999763
CHEMBL1967878,P31749,3.899999872
CHEMBL2152253,P00533,2.612783857
CHEMBL1986503,Q96GD4,3.599999814
CHEMBL1994724,P08581,3.400000617
CHEMBL1969755,Q14012,3.799999763
CHEMBL1995740,P29597,3.299999496
CHEMBL271381,Q9NR20,3.899999872
CHEMBL387971,Q14680,2.600003087
CHEMBL23327,P22612,3.954242509
CHEMBL1977223,P53778,1.899984563
CHEMBL244378,P23443,2.600003087
CHEMBL1977128,Q13464,1.700011062
CHEMBL2006010,P07333,3.400000617
CHEMBL300138,Q9H093,3.612783857
CHEMBL2002553,Q8N4C8,3.899999872
CHEMBL211378,Q13882,3.400000617
CHEMBL572881,P52333,4.0
CHEMBL1999506,P07949,3.500000321
CHEMBL119385,O60285,4.0
CHEMBL1972937,P42685,3.400000617
CHEMBL2002702,P27448,3.299999496
CHEMBL1682359,O75116,1.976531503
CHEMBL1974457,P07333,3.400000617
CHEMBL2002599,Q16539,3.599999814
CHEMBL1375640,Q05513,3.899999872
CHEMBL1908392,Q99683,4.0
CHEMBL1994538,Q14289,3.199999125
CHEMBL1993243,Q9HAZ1,3.599999814
CHEMBL38380,O96017,3.899999872
CHEMBL1990885,O43781,3.0
CHEMBL1908392,P11802,2.53072624
CHEMBL1992937,Q9P1W9,3.199999125
CHEMBL1970340,Q5S007,3.500000321
CHEMBL1986186,P36888,3.400000617
CHEMBL1986177,Q13627,3.299999496
CHEMBL1995736,Q96GD4,3.699999798
CHEMBL1987009,Q96KB5,4.0
CHEMBL1997007,P53667,3.500000321
CHEMBL494089,P29322,4.0
CHEMBL243088,P52333,1.400019635
CHEMBL1995927,O95819,4.0
CHEMBL1970913,P11362,3.699999798
CHEMBL373882,P12931,3.759667845
CHEMBL1994074,P53778,3.799999763
CHEMBL1975900,P00533,3.299999496
CHEMBL1908392,P51956,4.0
CHEMBL1965988,Q9NWZ3,4.0
CHEMBL1983111,Q9HBH9,2.300008203
CHEMBL1984711,P06493,3.599999814
CHEMBL1241772,P42336,4.11058971
CHEMBL213505,P43405,2.700002397
CHEMBL1987533,P28482,3.899999872
CHEMBL14762,O75582,4.0
CHEMBL1981782,P11362,3.699999798
CHEMBL1987533,Q13464,4.0
CHEMBL608154,P78356,4.0
CHEMBL1997349,Q9H4B4,2.500003068
CHEMBL2004771,P51451,3.199999125
CHEMBL1993166,Q15303,3.599999814
CHEMBL1985367,Q9Y463,3.400000617
CHEMBL1997129,P30530,1.700011062
CHEMBL106966,P11362,5.301029996
CHEMBL2002726,P51817,1.2999429
CHEMBL1986499,O15264,3.0
CHEMBL2006481,P06213,3.699999798
CHEMBL1241579,P54760,3.0
CHEMBL1908392,P15056,4.0
CHEMBL1969301,Q96PF2,3.199999125
CHEMBL1981720,P31749,3.899999872
CHEMBL1980391,Q13131,2.800001828
CHEMBL188386,P49674,4.0
CHEMBL1981725,Q13627,3.799999763
CHEMBL2001149,O14757,2.900000965
CHEMBL2002649,P06213,3.699999798
CHEMBL1964937,P49841,3.199999125
CHEMBL379218,P42338,4.0
CHEMBL523586,P43405,4.397940009
CHEMBL284436,Q05513,2.722633923
CHEMBL385478,P08069,3.299999496
CHEMBL1987034,P35968,1.700011062
CHEMBL525191,Q99755,4.0
CHEMBL1991377,Q04771,3.599999814
CHEMBL1999714,Q9NR20,3.899999872
CHEMBL574738,P54762,2.255272505
CHEMBL215152,O43318,2.812913357
CHEMBL1994526,P15735,3.699999798
CHEMBL1969523,P06239,3.400000617
CHEMBL1975256,P78368,3.899999872
CHEMBL371206,P53667,3.100001583
CHEMBL1992555,Q8NE63,3.899999872
CHEMBL1999714,P04629,3.400000617
CHEMBL2001224,P48730,3.899999872
CHEMBL1969537,Q05655,3.899999872
CHEMBL230654,P17252,4.602059991
CHEMBL513909,Q96PY6,4.0
CHEMBL1968127,P11309,4.0
CHEMBL522892,O00444,3.550000791
CHEMBL1721885,Q86UX6,4.0
CHEMBL1986186,P30530,3.299999496
CHEMBL1967302,P24941,3.500000321
CHEMBL1998435,P24941,3.899999872
CHEMBL1971017,P05129,3.899999872
CHEMBL1973399,Q9HAZ1,3.699999798
CHEMBL377383,P06213,3.708001571
CHEMBL1825138,Q13882,3.400000617
CHEMBL2000508,O43781,3.799999763
CHEMBL185569,Q96SB4,3.899999872
CHEMBL1908395,Q00537,4.0
CHEMBL379835,O94806,4.0
CHEMBL2007064,P16591,1.400019635
CHEMBL226403,Q86V86,1.499961866
CHEMBL1975138,O96013,3.699999798
CHEMBL1984206,P11309,4.0
CHEMBL1989834,P48729,4.099999858
CHEMBL1998112,P45984,3.599999814
CHEMBL1995832,Q9UEE5,3.599999814
CHEMBL475251,P07332,2.301029996
CHEMBL1979176,Q08881,3.199999125
CHEMBL1965387,Q16288,3.500000321
CHEMBL360847,Q13464,3.599999814
CHEMBL1969372,Q13464,4.0
CHEMBL340611,P22612,2.431363764
CHEMBL91829,P11362,4.0
CHEMBL1682360,O43293,2.900000965
CHEMBL1080995,P16234,4.698970004
CHEMBL429743,P17948,-0.301029996
CHEMBL2006715,Q00535,4.0
CHEMBL386051,O60674,2.0
CHEMBL370266,P04626,4.0
CHEMBL1992796,Q00535,4.0
CHEMBL2001920,P06241,2.900000965
CHEMBL1987535,Q7L7X3,3.799999763
CHEMBL1242853,P42338,5.0
CHEMBL50,P24941,4.602059991
CHEMBL1990885,P22607,2.600003087
CHEMBL1990912,Q9Y6M4,3.799999763
CHEMBL1682346,P29317,3.500000321
CHEMBL1272171,Q8IW41,4.0
CHEMBL1973145,O43781,3.799999763
CHEMBL1965660,Q9HCP0,1.400019635
CHEMBL2002690,O60674,3.400000617
CHEMBL1908397,Q12851,1.041392685
CHEMBL2000114,P49840,3.699999798
CHEMBL2002553,P68400,2.900000965
CHEMBL1989043,P35968,3.400000617
CHEMBL1988608,Q9H2G2,3.899999872
CHEMBL2001923,O14920,3.500000321
CHEMBL2003514,Q16620,3.599999814
CHEMBL2152382,P50613,4.0
CHEMBL1992634,P51817,3.199999125
CHEMBL119385,O14965,3.799999907
CHEMBL1988437,P53350,3.899999872
CHEMBL535,Q07002,3.230448921
CHEMBL1982413,Q7L7X3,3.699999798
CHEMBL191003,P00533,3.853871964
CHEMBL474432,P31751,3.899999872
CHEMBL249697,P48729,4.0
CHEMBL1983449,P16591,3.199999125
CHEMBL1287853,Q96GD4,2.69019608
CHEMBL1992242,P06239,3.400000617
CHEMBL2001957,P78368,3.400000617
CHEMBL1974416,O96013,3.699999798
CHEMBL1990288,P27448,3.799999763
CHEMBL98721,P22612,4.0
CHEMBL572878,Q16288,2.550515912
CHEMBL1999774,P53778,3.799999763
CHEMBL1976090,Q05513,3.799999763
CHEMBL1965660,P08069,3.299999496
CHEMBL262433,Q9NWZ3,4.0
CHEMBL1997534,Q9Y4K4,2.500003068
CHEMBL1986869,O96017,3.199999125
CHEMBL1972576,P00519,2.800001828
CHEMBL1991285,Q9HBH9,4.0
CHEMBL223367,Q9HAZ1,4.0
CHEMBL223460,Q8TDC3,2.600003087
CHEMBL2005475,O15264,3.899999872
CHEMBL1985092,P29317,3.500000321
CHEMBL458997,P49137,3.899999872
CHEMBL2000354,P48729,3.699999798
CHEMBL572878,Q9NRH2,4.0
CHEMBL1973961,P35968,3.400000617
CHEMBL1985311,Q13627,3.199999125
CHEMBL2002726,P42679,3.299999496
CHEMBL1974664,Q13976,3.299999496
CHEMBL1985153,Q9HBH9,4.0
CHEMBL1970369,P06213,3.699999798
CHEMBL494089,Q9Y4K4,4.0
CHEMBL2006674,P49760,3.599999814
CHEMBL2005548,Q9H4B4,3.899999872
CHEMBL1972183,O15264,3.899999872
CHEMBL482767,Q7L7X3,3.699999798
CHEMBL1978267,Q05397,3.299999496
CHEMBL2001257,P07949,2.0
CHEMBL1982541,O96017,4.0
CHEMBL1968380,Q86V86,3.899999872
CHEMBL296468,P53779,3.692713164
CHEMBL2003286,Q13237,3.199999125
CHEMBL2003341,O15530,3.599999814
CHEMBL1982361,Q9NYL2,3.899999872
CHEMBL440084,P24941,4.0
CHEMBL1968406,P53350,3.899999872
CHEMBL1968380,P08922,3.299999496
CHEMBL1993661,P48730,3.899999872
CHEMBL386276,P05771,3.301029996
CHEMBL124660,Q15349,4.0
CHEMBL234085,Q9HAZ1,3.500000321
CHEMBL274064,Q13976,3.299999496
CHEMBL412142,O15264,3.899999872
CHEMBL2002599,P17948,3.599999814
CHEMBL1976872,P11309,5.0
CHEMBL1977135,P06493,3.899999872
CHEMBL519697,P53667,4.0
CHEMBL572878,O14757,3.734879974
CHEMBL1988387,Q7L7X3,2.800001828
CHEMBL1998193,Q9Y6M4,3.799999763
CHEMBL2000568,Q9HAZ1,2.800001828
CHEMBL1241674,P42338,1.947387663
CHEMBL1969843,P17612,3.899999872
CHEMBL2001957,P48729,3.0
CHEMBL1997597,P08581,3.500000321
CHEMBL464552,P11362,4.0
CHEMBL1969264,Q5VT25,4.0
CHEMBL1970806,Q15303,3.599999814
CHEMBL1999414,O96013,3.599999814
CHEMBL1988163,P12931,2.099991234
CHEMBL262433,P08581,3.500000321
CHEMBL7064,O14757,3.100001583
CHEMBL255863,Q04771,4.0
CHEMBL1375640,Q9UM73,3.100001583
CHEMBL1968930,Q13627,1.599992178
CHEMBL1974870,P08581,3.500000321
CHEMBL1991728,Q05513,2.600003087
CHEMBL2000029,Q9UHD2,2.500003068
CHEMBL347466,Q05513,5.212187604
CHEMBL1969879,P08922,3.299999496
CHEMBL574738,Q8IW41,4.0
CHEMBL1997129,Q96GD4,1.200029267
CHEMBL509032,P0C264,1.73239376
CHEMBL2000801,O00418,3.599999814
CHEMBL1975647,Q9HBH9,4.0
CHEMBL1969301,Q16644,4.0
CHEMBL475251,O15530,1.489500874
CHEMBL389745,P12931,4.0
CHEMBL259084,Q14680,3.5
CHEMBL1981782,Q9BZL6,3.299999496
CHEMBL1967878,P50613,2.400002346
CHEMBL1993781,Q86V86,3.599999814
CHEMBL1967878,Q15303,0.899820502
CHEMBL2002992,Q8TDC3,3.599999814
CHEMBL363648,Q13554,3.899999872
CHEMBL1999718,O15075,4.0
CHEMBL189584,Q02750,4.698970004
CHEMBL376967,P28482,4.0
CHEMBL1974935,Q9H2G2,3.799999763
CHEMBL1989834,P04629,4.099999858
CHEMBL1983923,Q8IU85,3.400000617
CHEMBL599224,P28482,2.326335861
CHEMBL1970217,Q96KB5,4.0
CHEMBL2006580,Q96KB5,3.899999872
CHEMBL93559,Q05655,5.079181246
CHEMBL1967887,Q9NWZ3,4.0
CHEMBL1974870,P51817,0.0
CHEMBL1993904,Q07912,3.599999814
CHEMBL1287853,O00238,2.612783857
CHEMBL1985723,O60674,3.500000321
CHEMBL1969735,P12931,3.299999496
CHEMBL2005186,Q06187,3.100001583
CHEMBL396523,P27448,2.700002397
CHEMBL462120,O14920,3.500000321
CHEMBL221959,P53350,4.0
CHEMBL2003271,Q06418,3.299999496
CHEMBL1996111,P28482,2.700002397
CHEMBL485556,O75116,3.899999872
CHEMBL273547,P06493,4.397940009
CHEMBL50894,O15530,2.099991234
CHEMBL576982,Q15139,4.0
CHEMBL394619,Q13464,2.400002346
CHEMBL1998585,Q16288,0.399673721
CHEMBL1991188,P31749,3.699999798
CHEMBL508928,Q7KZI7,3.799999763
CHEMBL1964902,Q02750,3.500000321
CHEMBL565061,P11802,4.0
CHEMBL1979883,P45984,2.900000965
CHEMBL1682346,P49840,2.099991234
CHEMBL1983945,P17948,3.299999496
CHEMBL1908392,Q86V86,4.0
CHEMBL1173655,P06239,2.755874856
CHEMBL1967564,Q9HBH9,4.0
CHEMBL1976134,Q12851,2.099991234
CHEMBL1969372,Q9H3Y6,3.199999125
CHEMBL1973399,P31751,4.899999981
CHEMBL1982880,Q13188,3.699999798
CHEMBL1980167,P00519,3.100001583
CHEMBL115220,P11362,4.0
CHEMBL2000685,P48730,3.299999496
CHEMBL1984842,P45984,1.599992178
CHEMBL483525,P36888,-0.48148606
CHEMBL44545,P49674,3.0
CHEMBL2006715,Q12851,3.100001583
CHEMBL1992644,P31749,3.899999872
CHEMBL1908395,Q04759,4.0
CHEMBL1241674,P46734,1.963787827
CHEMBL1968926,Q9H4B4,3.899999872
CHEMBL1980297,P07949,0.581070836
CHEMBL1287853,Q86Z02,2.934498451
CHEMBL2004290,O14757,3.799999763
CHEMBL1908394,Q86Z02,4.0
CHEMBL1996931,P68400,3.799999763
CHEMBL1982465,Q13188,3.0
CHEMBL379835,Q9H2G2,4.0
CHEMBL1974664,O95819,2.700002397
CHEMBL2003341,P49137,3.899999872
CHEMBL1966343,Q9Y6M4,3.199999125
CHEMBL1982135,P15735,3.699999798
CHEMBL1988437,Q16288,3.500000321
CHEMBL1980704,P52333,3.199999125
CHEMBL1988153,Q13554,3.500000321
CHEMBL497151,P42685,3.400000617
CHEMBL1967544,P06213,3.699999798
CHEMBL2000508,P15735,3.699999798
CHEMBL1242848,P08631,1.662757832
CHEMBL538718,Q05655,0.801029996
CHEMBL422897,P51817,3.500000321
CHEMBL1461728,O15075,4.0
CHEMBL1989267,Q13627,3.299999496
CHEMBL2003524,P23443,2.800001828
CHEMBL1992644,O96017,4.399999925
CHEMBL1996066,Q96SB4,3.899999872
CHEMBL410295,Q08881,4.301029996
CHEMBL1990583,P12931,3.601441398
CHEMBL2007151,O14920,3.500000321
CHEMBL120077,P06239,2.0
CHEMBL210618,Q9HAZ1,4.0
CHEMBL1967720,O14757,3.899999872
CHEMBL1978200,Q8TDC3,4.0
CHEMBL1230020,Q9H422,3.986771734
CHEMBL1971132,Q9UQM7,3.599999814
CHEMBL1682558,P07332,3.299999496
CHEMBL2006263,P52333,3.199999125
CHEMBL1964290,P53778,2.400002346
CHEMBL1987009,O96017,1.200029267
CHEMBL572881,P17612,4.0
CHEMBL1971029,Q96KB5,4.0
CHEMBL1988153,O96017,3.199999125
CHEMBL1977148,P31751,3.899999872
CHEMBL491758,Q9H4B4,2.900000965
CHEMBL1991188,P11309,4.0
CHEMBL2004118,Q5S007,1.200029267
CHEMBL1419458,O95819,4.0
CHEMBL1984633,O00311,3.100001583
CHEMBL521851,P43403,4.0
CHEMBL458997,P51451,3.199999125
CHEMBL1975490,Q13627,3.799999763
CHEMBL1978014,Q7KZI7,3.899999872
CHEMBL255863,Q12866,4.0
CHEMBL1990212,Q9H4B4,3.899999872
CHEMBL1095626,P12931,4.698970004
CHEMBL193697,P24723,2.806179974
CHEMBL1998585,P51955,3.100001583
CHEMBL1991008,P45983,4.199999947
CHEMBL282830,Q15139,3.521138084
CHEMBL1243326,P54760,4.397940009
CHEMBL491473,P24723,4.0
CHEMBL1964804,P53667,4.0
CHEMBL1682341,P17612,3.199999125
CHEMBL1994308,P49760,3.599999814
CHEMBL2007002,Q16620,3.699999798
CHEMBL1990885,P48730,2.0
CHEMBL1983111,Q9H4B4,3.899999872
CHEMBL380006,P45983,4.0
CHEMBL220057,O75116,2.300008203
CHEMBL347537,P07333,1.995635195
CHEMBL513909,Q86Z02,3.612783857
CHEMBL1461728,P11362,3.699999798
CHEMBL546797,O14965,3.100001583
CHEMBL553,P45984,3.601029903
CHEMBL1986603,Q16620,3.699999798
CHEMBL437747,P53778,3.0
CHEMBL2205426,Q9NWZ3,3.995635195
CHEMBL1981133,O94806,2.300008203
CHEMBL1682346,Q5VT25,3.799999763
CHEMBL1992073,Q13464,1.499961866
CHEMBL512054,Q05397,0.176091259
CHEMBL312651,Q02156,4.397940009
CHEMBL2004515,O95819,3.599999814
CHEMBL1190711,Q7L7X3,4.0
CHEMBL1982980,P53350,3.500000321
CHEMBL1242848,P35968,3.334453751
CHEMBL259922,P51812,3.899999872
CHEMBL1999496,P42685,3.199999125
CHEMBL2001485,P07948,1.400019635
CHEMBL1976732,Q05655,3.899999872
CHEMBL2004615,O15075,4.0
CHEMBL1614701,Q14289,4.0
CHEMBL382638,P22612,4.0
CHEMBL1988717,P11362,2.600003087
CHEMBL1964804,P35916,3.799999763
CHEMBL1969190,P51957,3.699999798
CHEMBL382822,O14757,4.0
CHEMBL253292,P24941,4.0
CHEMBL1988387,O15264,2.300008203
CHEMBL939,O95747,4.0
CHEMBL211378,P31749,3.899999872
CHEMBL1236107,P35916,4.0
CHEMBL2002702,Q9P1W9,3.199999125
CHEMBL2002992,Q15303,3.599999814
CHEMBL1969049,Q16620,3.699999798
CHEMBL608154,P30291,4.0
CHEMBL1993941,Q12851,1.800029359
CHEMBL522892,P49674,4.0
CHEMBL1090356,Q13555,3.799999763
CHEMBL1958401,P16591,3.199999125
CHEMBL1978567,Q9UM73,3.799999763
CHEMBL1289926,O95819,2.544068044
CHEMBL207584,Q9UGI9,4.0
CHEMBL306380,Q16644,4.0
CHEMBL1990346,P17612,2.099991234
CHEMBL1090356,Q8TDC3,4.0
CHEMBL1983945,Q9NYL2,3.899999872
CHEMBL1996155,P31749,3.699999798
CHEMBL81315,O94806,4.397940009
CHEMBL394619,P17612,3.899999872
CHEMBL941,Q9BYT3,4.0
CHEMBL1982753,Q02779,3.199999125
CHEMBL1997025,P35968,3.899999872
CHEMBL249282,P51617,3.899999872
CHEMBL223360,Q9UKI8,4.0
CHEMBL491473,Q16584,4.0
CHEMBL1994830,P29597,3.299999496
CHEMBL230011,P11309,4.0
CHEMBL2000345,O14920,3.500000321
CHEMBL103667,Q00537,4.0
CHEMBL1916359,Q96SB4,4.0
CHEMBL1230790,P48736,3.176091259
CHEMBL2006156,P11309,4.0
CHEMBL234085,Q16288,3.500000321
CHEMBL1969588,P50750,2.0
CHEMBL1908393,Q14004,2.322219295
CHEMBL1990223,Q9UHD2,3.500000321
CHEMBL2001485,Q86V86,3.899999872
CHEMBL1995592,Q9H4B4,3.799999763
CHEMBL223367,O14920,2.589893342
CHEMBL1974935,Q16288,3.100001583
CHEMBL1976732,O15530,3.599999814
CHEMBL1977374,Q05655,3.899999872
CHEMBL1241675,P42338,4.176091259
CHEMBL1992242,P05129,3.899999872
CHEMBL2006263,P51817,2.600003087
CHEMBL1995740,P50613,3.799999763
CHEMBL347466,P41743,5.212187604
CHEMBL288441,P49761,2.477121255
CHEMBL573339,O00329,0.897666169
CHEMBL340384,P49841,2.099991234
CHEMBL1968850,P51812,3.899999872
CHEMBL1993335,P00519,2.200001865
CHEMBL491473,Q6XUX3,4.0
CHEMBL1976093,O15075,4.0
CHEMBL1998611,P53778,3.799999763
CHEMBL1908392,Q07002,2.707570176
CHEMBL377408,Q9UM73,3.799999763
CHEMBL2004311,Q9HBH9,3.100001583
CHEMBL412142,O15075,4.0
CHEMBL2003768,O14757,3.899999872
CHEMBL2007064,Q12851,3.599999814
CHEMBL424872,P48729,3.599999814
CHEMBL2004892,Q9Y4K4,3.899999872
CHEMBL1980246,P49760,3.599999814
CHEMBL124660,O75716,4.0
CHEMBL2003657,P29597,3.299999496
CHEMBL1997041,P34947,3.799999763
CHEMBL1980144,P43405,3.199999125
CHEMBL440084,Q9Y6M4,4.0
CHEMBL1992645,P45983,3.500000321
CHEMBL1972365,P22607,4.299999931
CHEMBL117697,Q86V86,3.899999872
CHEMBL119385,Q8NEV4,4.0
CHEMBL1983923,P08069,3.100001583
CHEMBL101253,Q16816,4.0
CHEMBL1969506,Q15303,3.599999814
CHEMBL1972576,P06213,3.699999798
CHEMBL1419458,Q13557,3.799999763
CHEMBL10,P07948,3.599999563
CHEMBL53596,Q13555,3.301029996
CHEMBL1985406,P36888,3.400000617
CHEMBL1988173,O00311,2.400002346
CHEMBL260135,Q9HAZ1,2.800001828
CHEMBL1929238,O60285,4.477121255
CHEMBL309953,Q05655,4.397940009
CHEMBL344314,P17252,3.84509804
CHEMBL1241391,Q9UBF8,5.0
CHEMBL296468,Q15208,4.0
CHEMBL1976093,P06239,3.400000617
CHEMBL1240703,Q8N568,4.0
CHEMBL278041,Q8IW41,4.0
CHEMBL1908392,O94768,2.826074803
CHEMBL141247,Q9UQM7,4.0
CHEMBL1908397,Q13163,2.079181246
CHEMBL1994864,O43781,3.799999763
CHEMBL1973211,Q06418,2.800001828
CHEMBL1241945,P12931,1.633468456
CHEMBL1968590,Q13464,4.0
CHEMBL119385,P22607,3.649999748
CHEMBL1974328,Q9BXA7,1.899984563
CHEMBL8222,P05771,5.698970004
CHEMBL1234833,P50750,1.954242509
CHEMBL1988370,Q13627,3.799999763
CHEMBL1997872,Q9HAZ1,3.799999763
CHEMBL84333,P24723,5.0
CHEMBL1992634,Q13554,2.600003087
CHEMBL474432,Q9BWU1,5.0
CHEMBL1997197,Q16620,3.599999814
CHEMBL1998611,Q13555,3.299999496
CHEMBL1978167,Q13464,3.500000321
CHEMBL1990288,P15735,3.699999798
CHEMBL1242664,P00519,2.217483944
CHEMBL1998829,P00533,3.299999496
CHEMBL553,P54762,4.0
CHEMBL1986143,O60674,3.400000617
CHEMBL1908395,Q02156,4.0
CHEMBL1967531,O00444,2.400002346
CHEMBL2001957,P08581,3.500000321
CHEMBL1988300,Q9Y6M4,3.799999763
CHEMBL1970317,P07333,0.301029996
CHEMBL129,P06239,3.886056648
CHEMBL1973860,Q9Y6M4,3.799999763
CHEMBL2004311,P11362,3.500000321
CHEMBL1998611,P27448,3.699999798
CHEMBL31965,P80192,4.0
CHEMBL1991674,P35968,3.100001583
CHEMBL2338334,O14920,4.176091259
CHEMBL1998193,P48729,3.799999763
CHEMBL2002407,Q7KZI7,3.899999872
CHEMBL101253,Q8IU85,3.700000308
CHEMBL1969755,P45983,3.500000321
CHEMBL2005186,Q16288,3.100001583
CHEMBL494089,P42685,4.0
CHEMBL2006581,P04629,3.400000617
CHEMBL413779,O00444,3.599999814
CHEMBL572878,Q92772,1.69019608
CHEMBL1992634,P50613,3.199999125
CHEMBL1994526,P53778,3.799999763
CHEMBL1969664,P45984,3.599999814
CHEMBL2001998,P49840,3.899999872
CHEMBL1969049,Q96KB5,4.0
CHEMBL1991434,Q86V86,2.200001865
CHEMBL2004872,O00311,3.100001583
CHEMBL1965589,Q86V86,3.899999872
CHEMBL2001923,Q9UHD2,3.500000321
CHEMBL2003286,P49840,3.699999798
CHEMBL1970903,P51817,1.800029359
CHEMBL1682357,O14757,3.899999872
CHEMBL494089,P42679,4.0
CHEMBL1984191,P06239,3.400000617
CHEMBL1982880,O14965,3.799999763
CHEMBL1230607,P00519,4.0
CHEMBL1982866,P49840,3.899999872
CHEMBL1997822,P06213,3.599999814
CHEMBL1241674,P36888,3.146128036
CHEMBL1991728,Q13627,3.799999763
CHEMBL1682552,P12931,3.299999496
CHEMBL1241484,P12931,0.602059991
CHEMBL1975128,O95819,2.700002397
CHEMBL1995592,Q9HBY8,3.699999798
CHEMBL1908393,Q6XUX3,2.707570176
CHEMBL565612,P06493,3.100001583
CHEMBL119385,P29322,4.0
CHEMBL1614701,Q16816,4.0
CHEMBL2006778,P49841,3.799999763
CHEMBL1727312,Q9NWZ3,4.0
CHEMBL299763,P06213,4.698970004
CHEMBL207687,P54619,4.0
CHEMBL211378,P51817,3.199999125
CHEMBL2003638,Q9HBY8,2.0
CHEMBL424872,O95819,3.799999763
CHEMBL1682345,Q14012,3.899999872
CHEMBL1421,O00238,1.72427587
CHEMBL574738,O43283,2.86923172
CHEMBL1968926,P45983,3.500000321
CHEMBL1975500,P15735,2.600003087
CHEMBL1682552,P49841,1.5
CHEMBL2001239,P51957,3.799999763
CHEMBL422897,Q16539,3.599999814
CHEMBL2000071,O15075,4.0
CHEMBL1968590,P30530,3.299999496
CHEMBL1995740,P51812,3.400000617
CHEMBL1908393,O96013,4.0
CHEMBL1978099,Q05655,3.899999872
CHEMBL1981782,O95819,4.0
CHEMBL2338335,Q9Y478,4.0
CHEMBL1980407,Q04912,0.198657087
CHEMBL1990885,P49336,3.599999814
CHEMBL377383,P19784,3.763427994
CHEMBL2003514,P00519,3.599999814
CHEMBL2005528,Q9HAZ1,1.899984563
CHEMBL1988537,P49760,3.299999496
CHEMBL1989518,P16591,3.199999125
CHEMBL1992634,Q9HCP0,3.799999763
CHEMBL1998545,P12931,3.299999496
CHEMBL1984206,Q00535,4.0
CHEMBL2000481,Q13557,3.799999763
CHEMBL1973483,P42679,3.299999496
CHEMBL491473,P50613,3.799999907
CHEMBL78618,P05129,4.397940009
CHEMBL2000724,P06241,3.799999763
CHEMBL210963,Q9H2G2,4.0
CHEMBL2005886,P29597,1.700011062
CHEMBL1997340,O14757,3.899999872
CHEMBL1996500,P11362,3.599999814
CHEMBL377383,P52333,3.215224023
CHEMBL180022,Q04771,4.0
CHEMBL491758,Q14680,3.199999125
CHEMBL1967564,P53778,3.799999763
CHEMBL553,P54764,4.0
CHEMBL1998611,P04629,3.400000617
CHEMBL255863,Q8IVW4,4.0
CHEMBL242865,O14757,3.500000321
CHEMBL1242977,P12931,3.759667845
CHEMBL608154,O96013,4.0
CHEMBL535,Q8NG66,4.0
CHEMBL337027,Q02156,1.602059991
CHEMBL558752,Q02750,4.0
CHEMBL31965,Q86UE8,4.0
CHEMBL1973860,P78368,3.899999872
CHEMBL494089,Q9UQM7,4.0
CHEMBL105442,P30291,4.0
CHEMBL2002373,Q9Y243,4.0
CHEMBL2004871,O14965,3.199999125
CHEMBL1989708,Q5VT25,4.0
CHEMBL1980391,Q05513,3.899999872
CHEMBL1989474,P00533,2.099991234
CHEMBL1081198,P22455,4.698970004
CHEMBL553,Q8N568,4.0
CHEMBL1984633,Q9HCP0,3.699999798
CHEMBL395573,Q13554,4.602059991
CHEMBL1975208,Q9HBH9,4.0
CHEMBL1987535,P51812,3.599999814
CHEMBL2006580,Q13188,3.899999872
CHEMBL2005828,Q13555,3.799999763
CHEMBL1908396,P35968,1.255272505
CHEMBL1999428,P35968,3.799999763
CHEMBL1082152,P53350,4.361727836
CHEMBL1975256,P53350,3.899999872
CHEMBL1969506,Q13464,2.900000965
CHEMBL1988838,Q05397,2.700002397
CHEMBL1969042,Q9BXA7,3.199999125
CHEMBL481491,Q13153,4.0
