Drug_ID,Protein_ID,KIBA_affinity,Drug_Cluster_ID,Protein_Cluster_ID
CHEMBL2006237,Q14680,3.199999125,Cluster_119,Cluster_157
CHEMBL2006263,Q14680,3.100001583,Cluster_-1,Cluster_157
CHEMBL2006276,Q14680,3.199999125,Cluster_-1,Cluster_157
CHEMBL2006439,Q14680,2.500003068,Cluster_151,Cluster_157
CHEMBL2006450,Q14680,3.299999496,Cluster_105,Cluster_157
CHEMBL2006493,Q14680,3.199999125,Cluster_209,Cluster_157
CHEMBL2006785,Q14680,3.199999125,Cluster_489,Cluster_157
CHEMBL2007002,Q14680,3.199999125,Cluster_-1,Cluster_157
CHEMBL2007044,Q14680,1.700011062,Cluster_-1,Cluster_157
CHEMBL2007296,Q14680,3.199999125,Cluster_269,Cluster_157
CHEMBL2007592,Q14680,3.199999125,Cluster_340,Cluster_157
CHEMBL207400,Q14680,3.199999125,Cluster_-1,Cluster_157
CHEMBL211378,Q14680,3.199999125,Cluster_520,Cluster_157
CHEMBL213505,Q14680,2.700002397,Cluster_325,Cluster_157
CHEMBL215152,Q14680,4.0,Cluster_234,Cluster_157
CHEMBL220057,Q14680,3.199999125,Cluster_519,Cluster_157
CHEMBL220241,Q14680,3.199999125,Cluster_133,Cluster_157
CHEMBL223360,Q14680,3.649999748,Cluster_-1,Cluster_157
CHEMBL223367,Q14680,2.400002346,Cluster_98,Cluster_157
CHEMBL223460,Q14680,2.700002397,Cluster_98,Cluster_157
CHEMBL225519,Q14680,3.199999125,Cluster_125,Cluster_157
CHEMBL226403,Q14680,3.100001583,Cluster_125,Cluster_157
CHEMBL226471,Q14680,3.199999125,Cluster_125,Cluster_157
CHEMBL230011,Q14680,4.0,Cluster_-1,Cluster_157
CHEMBL231209,Q14680,3.199999125,Cluster_324,Cluster_157
CHEMBL234085,Q14680,2.800001828,Cluster_89,Cluster_157
CHEMBL244378,Q14680,3.199999125,Cluster_27,Cluster_157
CHEMBL246970,Q14680,3.199999125,Cluster_101,Cluster_157
CHEMBL24828,Q14680,4.0,Cluster_335,Cluster_157
CHEMBL248757,Q14680,2.300008203,Cluster_98,Cluster_157
CHEMBL249697,Q14680,4.0,Cluster_543,Cluster_157
CHEMBL253969,Q14680,3.199999125,Cluster_224,Cluster_157
CHEMBL256835,Q14680,3.199999125,Cluster_286,Cluster_157
CHEMBL259084,Q14680,3.5,Cluster_530,Cluster_157
CHEMBL260135,Q14680,3.199999125,Cluster_565,Cluster_157
CHEMBL261849,Q14680,4.0,Cluster_-1,Cluster_157
CHEMBL271381,Q14680,3.199999125,Cluster_-1,Cluster_157
CHEMBL272453,Q14680,3.199999125,Cluster_373,Cluster_157
CHEMBL274064,Q14680,2.900000965,Cluster_286,Cluster_157
CHEMBL278041,Q14680,3.649999748,Cluster_136,Cluster_157
CHEMBL296468,Q14680,2.974094946,Cluster_559,Cluster_157
CHEMBL316264,Q14680,3.199999125,Cluster_136,Cluster_157
CHEMBL31965,Q14680,4.0,Cluster_-1,Cluster_157
CHEMBL340921,Q14680,3.0,Cluster_445,Cluster_157
CHEMBL363648,Q14680,3.199999125,Cluster_136,Cluster_157
CHEMBL371206,Q14680,3.199999125,Cluster_57,Cluster_157
CHEMBL377300,Q14680,4.0,Cluster_470,Cluster_157
CHEMBL377383,Q14680,3.199999125,Cluster_321,Cluster_157
CHEMBL377408,Q14680,2.200001865,Cluster_321,Cluster_157
CHEMBL378627,Q14680,3.199999125,Cluster_446,Cluster_157
CHEMBL379835,Q14680,3.199999125,Cluster_495,Cluster_157
CHEMBL394619,Q14680,3.199999125,Cluster_520,Cluster_157
CHEMBL394790,Q14680,3.199999125,Cluster_325,Cluster_157
CHEMBL396523,Q14680,3.199999125,Cluster_28,Cluster_157
CHEMBL402846,Q14680,3.199999125,Cluster_-1,Cluster_157
CHEMBL404367,Q14680,3.199999125,Cluster_518,Cluster_157
CHEMBL406845,Q14680,2.800001828,Cluster_131,Cluster_157
CHEMBL412142,Q14680,3.199999125,Cluster_220,Cluster_157
CHEMBL41783,Q14680,3.199999125,Cluster_603,Cluster_157
CHEMBL422897,Q14680,3.299999496,Cluster_101,Cluster_157
CHEMBL424872,Q14680,3.299999496,Cluster_321,Cluster_157
CHEMBL440084,Q14680,4.0,Cluster_284,Cluster_157
CHEMBL458997,Q14680,2.500003068,Cluster_479,Cluster_157
CHEMBL468280,Q14680,3.199999125,Cluster_162,Cluster_157
CHEMBL474432,Q14680,3.199999125,Cluster_465,Cluster_157
CHEMBL475251,Q14680,3.5,Cluster_48,Cluster_157
CHEMBL481491,Q14680,3.199999125,Cluster_-1,Cluster_157
CHEMBL482767,Q14680,2.600003087,Cluster_612,Cluster_157
CHEMBL483158,Q14680,3.199999125,Cluster_-1,Cluster_157
CHEMBL483321,Q14680,4.0,Cluster_253,Cluster_157
CHEMBL484390,Q14680,3.199999125,Cluster_533,Cluster_157
CHEMBL491473,Q14680,3.599999563,Cluster_472,Cluster_157
CHEMBL491758,Q14680,3.199999125,Cluster_-1,Cluster_157
CHEMBL494089,Q14680,2.949390007,Cluster_475,Cluster_157
CHEMBL497151,Q14680,2.700002397,Cluster_340,Cluster_157
CHEMBL50894,Q14680,3.199999125,Cluster_126,Cluster_157
CHEMBL509032,Q14680,2.09781853,Cluster_484,Cluster_157
CHEMBL514499,Q14680,2.200001865,Cluster_465,Cluster_157
CHEMBL521851,Q14680,3.755874856,Cluster_152,Cluster_157
CHEMBL522892,Q14680,2.352040924,Cluster_119,Cluster_157
CHEMBL525191,Q14680,4.0,Cluster_323,Cluster_157
CHEMBL526133,Q14680,3.199999125,Cluster_610,Cluster_157
CHEMBL539474,Q14680,2.900000965,Cluster_214,Cluster_157
CHEMBL553,Q14680,3.599999563,Cluster_455,Cluster_157
CHEMBL554,Q14680,3.599999563,Cluster_549,Cluster_157
CHEMBL560813,Q14680,3.199999125,Cluster_-1,Cluster_157
CHEMBL565612,Q14680,3.199999125,Cluster_41,Cluster_157
CHEMBL572881,Q14680,4.0,Cluster_-1,Cluster_157
CHEMBL574738,Q14680,2.509534663,Cluster_-1,Cluster_157
CHEMBL576982,Q14680,4.0,Cluster_570,Cluster_157
CHEMBL592030,Q14680,2.400002346,Cluster_495,Cluster_157
CHEMBL601719,Q14680,4.0,Cluster_393,Cluster_157
CHEMBL607707,Q14680,4.0,Cluster_580,Cluster_157
CHEMBL7064,Q14680,2.600003087,Cluster_130,Cluster_157
CHEMBL91829,Q14680,4.0,Cluster_141,Cluster_157
CHEMBL95692,Q14680,3.199999125,Cluster_286,Cluster_157
CHEMBL1087397,Q15118,3.301029996,Cluster_536,Cluster_27
CHEMBL1090143,Q15118,4.0,Cluster_584,Cluster_27
CHEMBL1094408,Q15118,4.0,Cluster_290,Cluster_27
CHEMBL1230607,Q15118,4.0,Cluster_513,Cluster_27
CHEMBL1258913,Q15118,2.881954971,Cluster_396,Cluster_27
CHEMBL1270230,Q15118,4.0,Cluster_-1,Cluster_27
CHEMBL1272116,Q15118,4.0,Cluster_-1,Cluster_27
CHEMBL1272171,Q15118,4.0,Cluster_510,Cluster_27
CHEMBL1738758,Q15118,4.0,Cluster_-1,Cluster_27
CHEMBL1834657,Q15118,4.0,Cluster_107,Cluster_27
CHEMBL1929238,Q15118,4.477121255,Cluster_123,Cluster_27
CHEMBL1933551,Q15118,4.477121255,Cluster_201,Cluster_27
CHEMBL1933552,Q15118,4.477121255,Cluster_201,Cluster_27
CHEMBL1933576,Q15118,4.0,Cluster_-1,Cluster_27
CHEMBL1933582,Q15118,4.0,Cluster_-1,Cluster_27
CHEMBL1957085,Q15118,4.0,Cluster_436,Cluster_27
CHEMBL208637,Q15118,3.579783597,Cluster_5,Cluster_27
CHEMBL210032,Q15118,3.579783597,Cluster_294,Cluster_27
CHEMBL2178352,Q15118,4.0,Cluster_107,Cluster_27
CHEMBL225519,Q15118,4.0,Cluster_125,Cluster_27
CHEMBL2312290,Q15118,4.477121255,Cluster_-1,Cluster_27
CHEMBL2312303,Q15118,4.477121255,Cluster_224,Cluster_27
CHEMBL2312304,Q15118,4.477121255,Cluster_224,Cluster_27
CHEMBL2333365,Q15118,3.544068044,Cluster_321,Cluster_27
CHEMBL248757,Q15118,3.541828767,Cluster_98,Cluster_27
CHEMBL362814,Q15118,4.301029996,Cluster_140,Cluster_27
CHEMBL363058,Q15118,3.812913357,Cluster_140,Cluster_27
CHEMBL378627,Q15118,3.579783597,Cluster_446,Cluster_27
CHEMBL410659,Q15118,4.477121255,Cluster_185,Cluster_27
CHEMBL461139,Q15118,3.321726338,Cluster_385,Cluster_27
CHEMBL461140,Q15118,3.524996428,Cluster_578,Cluster_27
CHEMBL489058,Q15118,3.491361694,Cluster_101,Cluster_27
CHEMBL492251,Q15118,4.0,Cluster_205,Cluster_27
CHEMBL495727,Q15118,1.0,Cluster_439,Cluster_27
CHEMBL504547,Q15118,4.230448921,Cluster_399,Cluster_27
CHEMBL507249,Q15118,4.477121255,Cluster_61,Cluster_27
CHEMBL565061,Q15118,4.0,Cluster_76,Cluster_27
CHEMBL565612,Q15118,3.826074803,Cluster_41,Cluster_27
CHEMBL583042,Q15118,4.0,Cluster_290,Cluster_27
CHEMBL597754,Q15118,4.0,Cluster_232,Cluster_27
CHEMBL599224,Q15118,4.0,Cluster_216,Cluster_27
CHEMBL599428,Q15118,4.0,Cluster_541,Cluster_27
CHEMBL604712,Q15118,4.0,Cluster_571,Cluster_27
CHEMBL757,Q15118,5.079181246,Cluster_38,Cluster_27
CHEMBL10,Q15139,3.843652799,Cluster_284,Cluster_158
CHEMBL100102,Q15139,4.602059991,Cluster_21,Cluster_158
CHEMBL101253,Q15139,4.0,Cluster_490,Cluster_158
CHEMBL102301,Q15139,4.477121255,Cluster_562,Cluster_158
CHEMBL102346,Q15139,4.477121255,Cluster_494,Cluster_158
CHEMBL104067,Q15139,4.477121255,Cluster_562,Cluster_158
CHEMBL104264,Q15139,4.501059262,Cluster_383,Cluster_158
CHEMBL105442,Q15139,4.0,Cluster_426,Cluster_158
CHEMBL106966,Q15139,4.477121255,Cluster_562,Cluster_158
CHEMBL111779,Q15139,5.301029996,Cluster_3,Cluster_158
CHEMBL111889,Q15139,5.301029996,Cluster_3,Cluster_158
CHEMBL112235,Q15139,5.0,Cluster_16,Cluster_158
CHEMBL112239,Q15139,4.602059991,Cluster_-1,Cluster_158
CHEMBL112263,Q15139,3.146128036,Cluster_48,Cluster_158
CHEMBL112346,Q15139,3.458486764,Cluster_-1,Cluster_158
CHEMBL112602,Q15139,5.301029996,Cluster_16,Cluster_158
CHEMBL113185,Q15139,2.176091259,Cluster_48,Cluster_158
CHEMBL115531,Q15139,5.0,Cluster_-1,Cluster_158
CHEMBL1159459,Q15139,4.477121255,Cluster_85,Cluster_158
CHEMBL1159460,Q15139,4.204119983,Cluster_94,Cluster_158
CHEMBL1159461,Q15139,4.934498451,Cluster_56,Cluster_158
CHEMBL1159462,Q15139,5.0,Cluster_92,Cluster_158
CHEMBL1159463,Q15139,4.301029996,Cluster_93,Cluster_158
CHEMBL1159466,Q15139,4.041392685,Cluster_94,Cluster_158
CHEMBL1159467,Q15139,4.204119983,Cluster_95,Cluster_158
CHEMBL1159468,Q15139,4.301029996,Cluster_85,Cluster_158
CHEMBL116963,Q15139,3.477121255,Cluster_499,Cluster_158
CHEMBL1173655,Q15139,4.0,Cluster_-1,Cluster_158
CHEMBL117443,Q15139,4.491361694,Cluster_267,Cluster_158
CHEMBL119385,Q15139,4.0,Cluster_419,Cluster_158
CHEMBL1202927,Q15139,3.301029996,Cluster_123,Cluster_158
CHEMBL1230020,Q15139,4.0,Cluster_-1,Cluster_158
CHEMBL1233654,Q15139,3.664207898,Cluster_-1,Cluster_158
CHEMBL1240703,Q15139,4.0,Cluster_-1,Cluster_158
CHEMBL1241674,Q15139,4.0,Cluster_181,Cluster_158
CHEMBL124660,Q15139,4.0,Cluster_472,Cluster_158
CHEMBL127277,Q15139,4.344392274,Cluster_256,Cluster_158
CHEMBL127929,Q15139,4.698970004,Cluster_310,Cluster_158
CHEMBL1287853,Q15139,4.0,Cluster_290,Cluster_158
CHEMBL1289926,Q15139,4.0,Cluster_234,Cluster_158
CHEMBL129946,Q15139,2.0,Cluster_65,Cluster_158
CHEMBL130208,Q15139,1.799340549,Cluster_30,Cluster_158
CHEMBL131020,Q15139,1.908485019,Cluster_78,Cluster_158
CHEMBL131193,Q15139,2.84509804,Cluster_55,Cluster_158
CHEMBL131426,Q15139,2.278753601,Cluster_55,Cluster_158
CHEMBL131456,Q15139,5.0,Cluster_-1,Cluster_158
CHEMBL132533,Q15139,5.079181246,Cluster_110,Cluster_158
CHEMBL133209,Q15139,5.301029996,Cluster_-1,Cluster_158
CHEMBL134536,Q15139,4.77815125,Cluster_82,Cluster_158
CHEMBL135491,Q15139,5.301029996,Cluster_110,Cluster_158
CHEMBL135492,Q15139,4.301029996,Cluster_110,Cluster_158
CHEMBL135881,Q15139,5.301029996,Cluster_120,Cluster_158
CHEMBL135970,Q15139,4.322219295,Cluster_110,Cluster_158
CHEMBL139517,Q15139,4.698970004,Cluster_257,Cluster_158
CHEMBL141247,Q15139,4.301029996,Cluster_348,Cluster_158
CHEMBL142425,Q15139,4.0,Cluster_602,Cluster_158
CHEMBL14445,Q15139,5.397940009,Cluster_542,Cluster_158
CHEMBL144479,Q15139,3.698970004,Cluster_231,Cluster_158
CHEMBL144598,Q15139,3.698970004,Cluster_231,Cluster_158
CHEMBL146564,Q15139,1.84509804,Cluster_144,Cluster_158
CHEMBL147986,Q15139,1.447158031,Cluster_144,Cluster_158
CHEMBL148333,Q15139,4.176091259,Cluster_87,Cluster_158
CHEMBL148471,Q15139,3.0,Cluster_222,Cluster_158
CHEMBL151546,Q15139,4.763427994,Cluster_232,Cluster_158
CHEMBL154620,Q15139,5.158362492,Cluster_169,Cluster_158
CHEMBL156776,Q15139,5.004321374,Cluster_169,Cluster_158
CHEMBL1614701,Q15139,4.0,Cluster_-1,Cluster_158
CHEMBL162,Q15139,0.667935771,Cluster_65,Cluster_158
CHEMBL162621,Q15139,0.301029996,Cluster_207,Cluster_158
CHEMBL162903,Q15139,1.0,Cluster_207,Cluster_158
CHEMBL163269,Q15139,1.0,Cluster_254,Cluster_158
CHEMBL16958,Q15139,3.389166084,Cluster_222,Cluster_158
CHEMBL175225,Q15139,4.579783597,Cluster_130,Cluster_158
CHEMBL177780,Q15139,5.0,Cluster_-1,Cluster_158
CHEMBL1789941,Q15139,4.0,Cluster_-1,Cluster_158
CHEMBL180022,Q15139,2.913813852,Cluster_236,Cluster_158
CHEMBL189338,Q15139,4.0,Cluster_272,Cluster_158
CHEMBL1908392,Q15139,2.995635195,Cluster_107,Cluster_158
CHEMBL1908393,Q15139,4.0,Cluster_395,Cluster_158
CHEMBL1908394,Q15139,4.0,Cluster_-1,Cluster_158
CHEMBL1908395,Q15139,2.62324929,Cluster_550,Cluster_158
CHEMBL1908396,Q15139,4.0,Cluster_388,Cluster_158
CHEMBL1908397,Q15139,3.079181246,Cluster_390,Cluster_158
CHEMBL1929238,Q15139,4.477121255,Cluster_123,Cluster_158
CHEMBL1933288,Q15139,1.544068044,Cluster_581,Cluster_158
CHEMBL193697,Q15139,2.806179974,Cluster_511,Cluster_158
CHEMBL197538,Q15139,4.477121255,Cluster_418,Cluster_158
CHEMBL197603,Q15139,4.397940009,Cluster_396,Cluster_158
CHEMBL199210,Q15139,5.602059991,Cluster_418,Cluster_158
CHEMBL2029060,Q15139,5.301029996,Cluster_-1,Cluster_158
CHEMBL209148,Q15139,4.380211242,Cluster_513,Cluster_158
CHEMBL214253,Q15139,3.531478917,Cluster_229,Cluster_158
CHEMBL215152,Q15139,4.0,Cluster_234,Cluster_158
CHEMBL221536,Q15139,3.0,Cluster_222,Cluster_158
CHEMBL223360,Q15139,4.0,Cluster_-1,Cluster_158
CHEMBL230011,Q15139,4.0,Cluster_-1,Cluster_158
CHEMBL2311100,Q15139,5.0,Cluster_91,Cluster_158
CHEMBL2326002,Q15139,3.383815366,Cluster_-1,Cluster_158
CHEMBL2333365,Q15139,4.0,Cluster_321,Cluster_158
CHEMBL24828,Q15139,4.0,Cluster_335,Cluster_158
CHEMBL249697,Q15139,3.662757832,Cluster_543,Cluster_158
CHEMBL259084,Q15139,4.0,Cluster_530,Cluster_158
CHEMBL261849,Q15139,4.0,Cluster_-1,Cluster_158
CHEMBL263188,Q15139,4.875061263,Cluster_8,Cluster_158
CHEMBL264406,Q15139,2.954242509,Cluster_131,Cluster_158
CHEMBL26501,Q15139,1.235528447,Cluster_111,Cluster_158
CHEMBL265315,Q15139,2.44870632,Cluster_187,Cluster_158
CHEMBL265502,Q15139,4.462397998,Cluster_264,Cluster_158
CHEMBL266255,Q15139,5.431363764,Cluster_-1,Cluster_158
CHEMBL266487,Q15139,2.278753601,Cluster_166,Cluster_158
CHEMBL266969,Q15139,5.0,Cluster_262,Cluster_158
CHEMBL267019,Q15139,4.875061263,Cluster_275,Cluster_158
CHEMBL267869,Q15139,5.0,Cluster_332,Cluster_158
CHEMBL267941,Q15139,5.698970004,Cluster_348,Cluster_158
CHEMBL268368,Q15139,3.695335106,Cluster_256,Cluster_158
CHEMBL268868,Q15139,4.903089987,Cluster_262,Cluster_158
CHEMBL269538,Q15139,5.397940009,Cluster_-1,Cluster_158
CHEMBL273547,Q15139,5.397940009,Cluster_130,Cluster_158
CHEMBL278041,Q15139,4.0,Cluster_136,Cluster_158
CHEMBL27852,Q15139,3.096910013,Cluster_187,Cluster_158
CHEMBL280069,Q15139,4.0,Cluster_374,Cluster_158
CHEMBL281470,Q15139,5.860338007,Cluster_468,Cluster_158
CHEMBL282830,Q15139,3.521138084,Cluster_187,Cluster_158
CHEMBL284436,Q15139,2.722633923,Cluster_187,Cluster_158
CHEMBL28641,Q15139,3.698970004,Cluster_25,Cluster_158
CHEMBL28657,Q15139,4.602059991,Cluster_-1,Cluster_158
CHEMBL288273,Q15139,3.903089987,Cluster_62,Cluster_158
CHEMBL28893,Q15139,4.397940009,Cluster_25,Cluster_158
CHEMBL288949,Q15139,3.602059991,Cluster_62,Cluster_158
CHEMBL289369,Q15139,5.0,Cluster_75,Cluster_158
CHEMBL290632,Q15139,4.602059991,Cluster_337,Cluster_158
CHEMBL291126,Q15139,0.230448921,Cluster_144,Cluster_158
CHEMBL293338,Q15139,4.198657087,Cluster_-1,Cluster_158
CHEMBL293750,Q15139,4.748188027,Cluster_55,Cluster_158
CHEMBL294653,Q15139,3.763427994,Cluster_65,Cluster_158
CHEMBL296468,Q15139,3.079181246,Cluster_559,Cluster_158
CHEMBL299368,Q15139,4.491361694,Cluster_-1,Cluster_158
CHEMBL300559,Q15139,4.698970004,Cluster_246,Cluster_158
CHEMBL301483,Q15139,4.698970004,Cluster_357,Cluster_158
CHEMBL303144,Q15139,3.176091259,Cluster_381,Cluster_158
CHEMBL305178,Q15139,3.77815125,Cluster_381,Cluster_158
CHEMBL309265,Q15139,4.397940009,Cluster_-1,Cluster_158
CHEMBL309733,Q15139,5.0,Cluster_86,Cluster_158
CHEMBL309953,Q15139,4.397940009,Cluster_326,Cluster_158
CHEMBL310527,Q15139,5.0,Cluster_91,Cluster_158
CHEMBL310950,Q15139,3.477121255,Cluster_-1,Cluster_158
CHEMBL310975,Q15139,4.176091259,Cluster_276,Cluster_158
CHEMBL311201,Q15139,4.397940009,Cluster_276,Cluster_158
CHEMBL311306,Q15139,4.397940009,Cluster_214,Cluster_158
CHEMBL311573,Q15139,5.0,Cluster_95,Cluster_158
CHEMBL311906,Q15139,4.041392685,Cluster_62,Cluster_158
CHEMBL312170,Q15139,4.397940009,Cluster_245,Cluster_158
CHEMBL312648,Q15139,4.397940009,Cluster_130,Cluster_158
CHEMBL312676,Q15139,4.397940009,Cluster_-1,Cluster_158
CHEMBL312698,Q15139,4.397940009,Cluster_130,Cluster_158
CHEMBL318272,Q15139,2.954242509,Cluster_103,Cluster_158
CHEMBL318650,Q15139,4.977723605,Cluster_311,Cluster_158
CHEMBL319068,Q15139,2.544068044,Cluster_193,Cluster_158
CHEMBL31965,Q15139,4.0,Cluster_-1,Cluster_158
CHEMBL319894,Q15139,4.477121255,Cluster_563,Cluster_158
CHEMBL321262,Q15139,5.301029996,Cluster_3,Cluster_158
CHEMBL323336,Q15139,4.477121255,Cluster_562,Cluster_158
CHEMBL324765,Q15139,5.301029996,Cluster_-1,Cluster_158
CHEMBL325023,Q15139,4.62324929,Cluster_-1,Cluster_158
CHEMBL327291,Q15139,3.903089987,Cluster_21,Cluster_158
CHEMBL327300,Q15139,4.301029996,Cluster_49,Cluster_158
CHEMBL329274,Q15139,1.0,Cluster_1,Cluster_158
CHEMBL329958,Q15139,2.556302501,Cluster_170,Cluster_158
CHEMBL334064,Q15139,5.301029996,Cluster_-1,Cluster_158
CHEMBL334337,Q15139,3.477121255,Cluster_-1,Cluster_158
CHEMBL334461,Q15139,5.176091259,Cluster_120,Cluster_158
CHEMBL335012,Q15139,1.491361694,Cluster_36,Cluster_158
CHEMBL335020,Q15139,1.977723605,Cluster_-1,Cluster_158
CHEMBL335931,Q15139,1.806179974,Cluster_30,Cluster_158
CHEMBL336192,Q15139,2.498310554,Cluster_78,Cluster_158
CHEMBL336626,Q15139,5.301029996,Cluster_120,Cluster_158
CHEMBL337026,Q15139,0.954242509,Cluster_-1,Cluster_158
CHEMBL337297,Q15139,1.556302501,Cluster_35,Cluster_158
CHEMBL338049,Q15139,1.113943352,Cluster_38,Cluster_158
CHEMBL338448,Q15139,1.698970004,Cluster_35,Cluster_158
CHEMBL338956,Q15139,1.477121255,Cluster_35,Cluster_158
CHEMBL338967,Q15139,5.301029996,Cluster_110,Cluster_158
CHEMBL339364,Q15139,2.748188027,Cluster_36,Cluster_158
CHEMBL339799,Q15139,2.40654018,Cluster_38,Cluster_158
CHEMBL344314,Q15139,3.84509804,Cluster_87,Cluster_158
CHEMBL347195,Q15139,5.206825876,Cluster_169,Cluster_158
CHEMBL347684,Q15139,5.209515015,Cluster_169,Cluster_158
CHEMBL348586,Q15139,1.301029996,Cluster_207,Cluster_158
CHEMBL349382,Q15139,1.477121255,Cluster_207,Cluster_158
CHEMBL350084,Q15139,4.0,Cluster_97,Cluster_158
CHEMBL350143,Q15139,2.477121255,Cluster_207,Cluster_158
CHEMBL350375,Q15139,1.301029996,Cluster_207,Cluster_158
CHEMBL351282,Q15139,4.301029996,Cluster_96,Cluster_158
CHEMBL351291,Q15139,4.0,Cluster_96,Cluster_158
CHEMBL351380,Q15139,4.0,Cluster_226,Cluster_158
CHEMBL351859,Q15139,3.0,Cluster_514,Cluster_158
CHEMBL352085,Q15139,4.0,Cluster_96,Cluster_158
CHEMBL353795,Q15139,4.0,Cluster_309,Cluster_158
CHEMBL354246,Q15139,1.51851394,Cluster_254,Cluster_158
CHEMBL357490,Q15139,3.07773118,Cluster_222,Cluster_158
CHEMBL357602,Q15139,2.361727836,Cluster_144,Cluster_158
CHEMBL357892,Q15139,3.698970004,Cluster_231,Cluster_158
CHEMBL358130,Q15139,3.079181246,Cluster_-1,Cluster_158
CHEMBL358314,Q15139,3.698970004,Cluster_55,Cluster_158
CHEMBL36432,Q15139,4.361727836,Cluster_56,Cluster_158
CHEMBL365598,Q15139,1.903089987,Cluster_511,Cluster_158
CHEMBL36985,Q15139,4.806179974,Cluster_86,Cluster_158
CHEMBL370100,Q15139,5.121519024,Cluster_82,Cluster_158
CHEMBL370283,Q15139,5.62324929,Cluster_422,Cluster_158
CHEMBL371095,Q15139,5.301029996,Cluster_418,Cluster_158
CHEMBL371658,Q15139,5.602059991,Cluster_418,Cluster_158
CHEMBL374581,Q15139,2.311753861,Cluster_222,Cluster_158
CHEMBL377300,Q15139,4.0,Cluster_470,Cluster_158
CHEMBL382408,Q15139,3.602059991,Cluster_84,Cluster_158
CHEMBL383172,Q15139,4.698970004,Cluster_312,Cluster_158
CHEMBL386276,Q15139,3.301029996,Cluster_62,Cluster_158
CHEMBL386636,Q15139,1.919078092,Cluster_-1,Cluster_158
CHEMBL39413,Q15139,5.0,Cluster_75,Cluster_158
CHEMBL39504,Q15139,3.602059991,Cluster_84,Cluster_158
CHEMBL39530,Q15139,5.0,Cluster_91,Cluster_158
CHEMBL406901,Q15139,4.301029996,Cluster_19,Cluster_158
CHEMBL407914,Q15139,3.602059991,Cluster_62,Cluster_158
CHEMBL410778,Q15139,4.875061263,Cluster_8,Cluster_158
CHEMBL411351,Q15139,4.176091259,Cluster_337,Cluster_158
CHEMBL411401,Q15139,3.84509804,Cluster_62,Cluster_158
CHEMBL415233,Q15139,5.0,Cluster_35,Cluster_158
CHEMBL416110,Q15139,4.602059991,Cluster_20,Cluster_158
CHEMBL418479,Q15139,4.698970004,Cluster_206,Cluster_158
CHEMBL421565,Q15139,2.77815125,Cluster_-1,Cluster_158
CHEMBL424168,Q15139,4.0,Cluster_226,Cluster_158
CHEMBL429225,Q15139,3.698970004,Cluster_144,Cluster_158
CHEMBL430440,Q15139,3.602059991,Cluster_74,Cluster_158
CHEMBL431176,Q15139,4.397940009,Cluster_229,Cluster_158
CHEMBL431432,Q15139,2.903089987,Cluster_193,Cluster_158
CHEMBL432622,Q15139,5.301029996,Cluster_3,Cluster_158
CHEMBL433841,Q15139,4.954242509,Cluster_16,Cluster_158
CHEMBL433855,Q15139,5.301029996,Cluster_110,Cluster_158
CHEMBL434237,Q15139,4.361727836,Cluster_19,Cluster_158
CHEMBL434415,Q15139,2.799340549,Cluster_55,Cluster_158
CHEMBL435191,Q15139,5.301029996,Cluster_-1,Cluster_158
CHEMBL435809,Q15139,1.792391689,Cluster_30,Cluster_158
CHEMBL440084,Q15139,4.0,Cluster_284,Cluster_158
CHEMBL44137,Q15139,5.0,Cluster_169,Cluster_158
CHEMBL444864,Q15139,1.0,Cluster_309,Cluster_158
CHEMBL447974,Q15139,5.0,Cluster_92,Cluster_158
CHEMBL449392,Q15139,4.301029996,Cluster_85,Cluster_158
CHEMBL47243,Q15139,5.152288344,Cluster_169,Cluster_158
CHEMBL475251,Q15139,4.0,Cluster_48,Cluster_158
CHEMBL483321,Q15139,4.0,Cluster_253,Cluster_158
CHEMBL491473,Q15139,4.0,Cluster_472,Cluster_158
CHEMBL494089,Q15139,3.544068044,Cluster_475,Cluster_158
CHEMBL495727,Q15139,1.0,Cluster_439,Cluster_158
CHEMBL500292,Q15139,4.913813852,Cluster_84,Cluster_158
CHEMBL507308,Q15139,3.602059991,Cluster_85,Cluster_158
CHEMBL50749,Q15139,4.113943352,Cluster_20,Cluster_158
CHEMBL509032,Q15139,1.903089987,Cluster_484,Cluster_158
CHEMBL51563,Q15139,4.602059991,Cluster_-1,Cluster_158
CHEMBL521851,Q15139,4.0,Cluster_152,Cluster_158
CHEMBL522251,Q15139,5.0,Cluster_92,Cluster_158
CHEMBL522892,Q15139,4.0,Cluster_119,Cluster_158
CHEMBL525191,Q15139,4.0,Cluster_323,Cluster_158
CHEMBL525240,Q15139,4.477121255,Cluster_85,Cluster_158
CHEMBL538718,Q15139,0.801029996,Cluster_111,Cluster_158
CHEMBL540848,Q15139,3.664207898,Cluster_97,Cluster_158
CHEMBL553,Q15139,4.0,Cluster_455,Cluster_158
CHEMBL55382,Q15139,2.342422681,Cluster_65,Cluster_158
CHEMBL553824,Q15139,4.477121255,Cluster_563,Cluster_158
CHEMBL554,Q15139,4.0,Cluster_549,Cluster_158
CHEMBL572881,Q15139,4.0,Cluster_-1,Cluster_158
CHEMBL57347,Q15139,4.342422681,Cluster_107,Cluster_158
CHEMBL574737,Q15139,1.202587773,Cluster_38,Cluster_158
CHEMBL574738,Q15139,3.079181246,Cluster_-1,Cluster_158
CHEMBL576982,Q15139,4.0,Cluster_570,Cluster_158
